id,rfx_line_item_id,vendor_id,is_quoted,raw_price_string,raw_numeric_value,raw_unit,raw_currency,canonical_unit,unit_conversion_factor,normalized_base_price_inr,freight_surcharge_pct,amortized_tooling_inr,payment_term_penalty_inr,true_landed_unit_cost,signal_confidence,spec_confidence,sanity_confidence,composite_certainty,financial_exposure,review_status,source_page_number,source_bounding_box,source_snippet_text,human_override_reason,reviewed_at
QUOTE-VEND-01-PKG-010,PKG-010,VEND-01,1,₹27.90 / box,27.9000,per box,INR,per_box,1.000000,27.900000,0.0000,0.017147,0.000000,27.917147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C11: ₹27.90",,
QUOTE-VEND-02-PKG-010,PKG-010,VEND-02,1,"₹2,820 / 100 pcs",2820.0000,per 100 pcs,INR,per_box,0.010000,28.200000,0.0000,0.000000,0.000000,28.200000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,1,"{""page"":1,""x"":142,""y"":855,""w"":280,""h"":48}","Item 10: 400x300x300 5-ply ... Rs. 2,820 per 100 pcs",,
QUOTE-VEND-03-PKG-010,PKG-010,VEND-03,1,₹27.50 / box,27.5000,per box,INR,per_box,1.000000,27.500000,0.0000,0.000000,0.000000,27.500000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 10: 400x300x300mm 5-ply @ INR 27.50/box,,
QUOTE-VEND-04-PKG-010,PKG-010,VEND-04,1,$0.3298 / box,0.3298,per box,USD,per_box,1.000000,27.703200,0.0000,0.000000,0.000000,27.703200,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,1,"{""page"":1,""x"":110,""y"":600,""w"":320,""h"":32}",PKG-010: Base Carton 400x300x300 - $0.3298 / unit,,
QUOTE-VEND-05-PKG-010,PKG-010,VEND-05,1,₹44.00 / kg,44.0000,per kg,INR,per_box,0.750000,33.000000,0.0400,0.000000,0.000000,34.320000,0.650,0.650,0.600,0.633,MEDIUM,MANDATORY_BUYER_REVIEW,1,,"Email clause: ""All 5-ply cartons @ Rs 44/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-011,PKG-011,VEND-01,1,₹21.80 / box,21.8000,per box,INR,per_box,1.000000,21.800000,0.0000,0.017147,0.000000,21.817147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C12: ₹21.80",,
QUOTE-VEND-02-PKG-011,PKG-011,VEND-02,1,"₹2,240 / 100 pcs",2240.0000,per 100 pcs,INR,per_box,0.010000,22.400000,0.0000,0.000000,0.000000,22.400000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":120,""w"":280,""h"":45}","Item 11: 350x250x200 3-ply ... Rs. 2,240 per 100 pcs",,
QUOTE-VEND-03-PKG-011,PKG-011,VEND-03,1,₹21.50 / box,21.5000,per box,INR,per_box,1.000000,21.500000,0.0000,0.000000,0.000000,21.500000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 11: 350x250x200mm 3-ply @ INR 21.50/box,,
QUOTE-VEND-04-PKG-011,PKG-011,VEND-04,1,$0.2583 / box,0.2583,per box,USD,per_box,1.000000,21.697200,0.0000,0.000000,0.000000,21.697200,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":120,""w"":320,""h"":32}",PKG-011: 3-Ply Carton L 350x250x200 - $0.2583 / unit,,
QUOTE-VEND-05-PKG-011,PKG-011,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.520000,20.280000,0.0400,0.000000,0.000000,21.091200,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-012,PKG-012,VEND-01,1,₹19.80 / box,19.8000,per box,INR,per_box,1.000000,19.800000,0.0000,0.017147,0.000000,19.817147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C13: ₹19.80",,
QUOTE-VEND-02-PKG-012,PKG-012,VEND-02,1,"₹2,040 / 100 pcs",2040.0000,per 100 pcs,INR,per_box,0.010000,20.400000,0.0000,0.000000,0.000000,20.400000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":170,""w"":280,""h"":45}","Item 12: 320x220x180 3-ply ... Rs. 2,040 per 100 pcs",,
QUOTE-VEND-03-PKG-012,PKG-012,VEND-03,1,₹19.50 / box,19.5000,per box,INR,per_box,1.000000,19.500000,0.0000,0.000000,0.000000,19.500000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 12: 320x220x180mm 3-ply @ INR 19.50/box,,
QUOTE-VEND-04-PKG-012,PKG-012,VEND-04,1,$0.2345 / box,0.2345,per box,USD,per_box,1.000000,19.698000,0.0000,0.000000,0.000000,19.698000,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":160,""w"":320,""h"":32}",PKG-012: 3-Ply Carton M 320x220x180 - $0.2345 / unit,,
QUOTE-VEND-05-PKG-012,PKG-012,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.460000,17.940000,0.0400,0.000000,0.000000,18.657600,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-013,PKG-013,VEND-01,1,₹17.90 / box,17.9000,per box,INR,per_box,1.000000,17.900000,0.0000,0.017147,0.000000,17.917147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C14: ₹17.90",,
QUOTE-VEND-02-PKG-013,PKG-013,VEND-02,1,"₹1,820 / 100 pcs",1820.0000,per 100 pcs,INR,per_box,0.010000,18.200000,0.0000,0.000000,0.000000,18.200000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":220,""w"":280,""h"":45}","Item 13: 300x200x150 3-ply ... Rs. 1,820 per 100 pcs",,
QUOTE-VEND-03-PKG-013,PKG-013,VEND-03,1,₹17.50 / box,17.5000,per box,INR,per_box,1.000000,17.500000,0.0000,0.000000,0.000000,17.500000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 13: 300x200x150mm 3-ply @ INR 17.50/box,,
QUOTE-VEND-04-PKG-013,PKG-013,VEND-04,1,$0.2107 / box,0.2107,per box,USD,per_box,1.000000,17.698800,0.0000,0.000000,0.000000,17.698800,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":200,""w"":320,""h"":32}",PKG-013: Distribution Box 300x200x150 - $0.2107 / unit,,
QUOTE-VEND-05-PKG-013,PKG-013,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.400000,15.600000,0.0400,0.000000,0.000000,16.224000,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-014,PKG-014,VEND-01,1,₹20.80 / box,20.8000,per box,INR,per_box,1.000000,20.800000,0.0000,0.017147,0.000000,20.817147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C15: ₹20.80",,
QUOTE-VEND-02-PKG-014,PKG-014,VEND-02,1,"₹2,120 / 100 pcs",2120.0000,per 100 pcs,INR,per_box,0.010000,21.200000,0.0000,0.000000,0.000000,21.200000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":270,""w"":280,""h"":45}","Item 14: 340x240x190 3-ply ... Rs. 2,120 per 100 pcs",,
QUOTE-VEND-03-PKG-014,PKG-014,VEND-03,1,₹20.40 / box,20.4000,per box,INR,per_box,1.000000,20.400000,0.0000,0.000000,0.000000,20.400000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 14: 340x240x190mm 3-ply @ INR 20.40/box,,
QUOTE-VEND-04-PKG-014,PKG-014,VEND-04,1,$0.2464 / box,0.2464,per box,USD,per_box,1.000000,20.697600,0.0000,0.000000,0.000000,20.697600,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":240,""w"":320,""h"":32}",PKG-014: Delivery Carton 340x240x190 - $0.2464 / unit,,
QUOTE-VEND-05-PKG-014,PKG-014,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.500000,19.500000,0.0400,0.000000,0.000000,20.280000,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-015,PKG-015,VEND-01,1,₹16.90 / box,16.9000,per box,INR,per_box,1.000000,16.900000,0.0000,0.017147,0.000000,16.917147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C16: ₹16.90",,
QUOTE-VEND-02-PKG-015,PKG-015,VEND-02,1,"₹1,740 / 100 pcs",1740.0000,per 100 pcs,INR,per_box,0.010000,17.400000,0.0000,0.000000,0.000000,17.400000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":320,""w"":280,""h"":45}","Item 15: 280x190x140 3-ply ... Rs. 1,740 per 100 pcs",,
QUOTE-VEND-03-PKG-015,PKG-015,VEND-03,1,₹16.50 / box,16.5000,per box,INR,per_box,1.000000,16.500000,0.0000,0.000000,0.000000,16.500000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 15: 280x190x140mm 3-ply @ INR 16.50/box,,
QUOTE-VEND-04-PKG-015,PKG-015,VEND-04,1,$0.1988 / box,0.1988,per box,USD,per_box,1.000000,16.699200,0.0000,0.000000,0.000000,16.699200,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":280,""w"":320,""h"":32}",PKG-015: Dispatch Carton 280x190x140 - $0.1988 / unit,,
QUOTE-VEND-05-PKG-015,PKG-015,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.380000,14.820000,0.0400,0.000000,0.000000,15.412800,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-016,PKG-016,VEND-01,1,₹19.40 / box,19.4000,per box,INR,per_box,1.000000,19.400000,0.0000,0.017147,0.000000,19.417147,1.000,1.000,1.000,1.000,MEDIUM,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C17: ₹19.40",,
QUOTE-VEND-02-PKG-016,PKG-016,VEND-02,1,"₹1,980 / 100 pcs",1980.0000,per 100 pcs,INR,per_box,0.010000,19.800000,0.0000,0.000000,0.000000,19.800000,0.800,0.850,1.000,0.885,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":370,""w"":280,""h"":45}","Item 16: 300x250x200 3-ply ... Rs. 1,980 per 100 pcs",,
